UNITNAME,CanBuild,BuiltBy,UnitNumber,DefaultMissionType,wpri_badTargetCategory,ActivateWhenBuilt,Description,MaxDamage,SelfDestructAs,buildangle,FootprintZ,MetalStorage,Copyright,DamageModifier,Version,BMcode,SIDE,BadTargetCategory,StandingFireOrder,Designation,BuildCostEnergy,WorkerTime,Builder,YardMap,Name,firestandorders,ShootMe,FootprintX,EnergyStorage,FrenchName,NoChaseCategory,Category,canattack,Weapon1,NoShadow,EnergyUse,SightDistance,downloadable,ThreeD,ZBuffer,ExplodeAs,BuildCostMetal,NoAutoFire,TEDClass,Corpse,GermanDescription,BuildTime,RadarDistance,ItalianDescription,WaterLine,ItalianName,canguard,Objectname,SoundCategory,GermanName,Frenchdescription,SpanishDescription,canstop,SpanishName,MinWaterDepth,MaxVelocity,StandingMoveOrder,MaxSlope,canpatrol,canmove,Upright,TurnRate,MaxWaterDepth,Acceleration,maneuverleashlength,MovementClass,Weapon3,wspe_badTargetCategory,BrakeRate,EnergyMake,mobilestandorders,SteeringMode,Ovradjust,Digger,canhover,Builddistance,CanReclamate,MetalMake,ImmuneToParalyzer,CantBeTransported,Init_cloaked,Stealth,CloakCost,HideDamage,CanCapture,wsec_badTargetCategory,Weapon2,candgun,Scale,cruisealt,BankScale,amphibious,Canfly,sortbias,selfdestructcountdown,ExtractsMetal,onoffable,transportsize,canload,transportcapacity,transportmaxunits,Floater,Antiweapons,MakesMetal,SonarDistance,PitchScale,IsAirBase,ai_limit,ai_weight,HoverAttack,CloakCostMoving,HealTime,ShowPlayerName,norestrict,mincloakdistance,RadarDistanceJam,PigLatinName,PigLatinDescription,JapaneseName,canbuild,IsFeature,kamikazedistance,kamikaze,TidalGenerator,canland,canresurrect,canrepair,resurrect,istargetingupgrade,Commander,attackrunlength,altfromsealevel,MoveRate1,WindGenerator,
ARMACV,ARMAMB ARMVP ARMARAD ARMFLAK ARMJAMMER ARMSES ARMGANT ARMBRTHA ARMFORT ARMEMP ARMAMD ARMSMS ARMFUS ARMSTUN ARMMMKR ARMANNI ARMMOHO ARMFIELD ARMORION ,ARMNOMAD_FACT ARMAVP ,4,Standby,n/a,n/a,Tech Level 2,1506,BIG_UNIT,n/a,3,50,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,ARM,n/a,n/a,ARM-CV1,10845,360,1,n/a,Adv. Construction Vehicle,n/a,1,3,50,Véhicule de constr. évolué,n/a,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2 CTRL_B,n/a,n/a,n/a,0.1,224,n/a,1,1,BIG_UNITEX,486,0,CNSTR,armacv_dead,Tech Level 2,16118,32,Tecnologia Livello 2,n/a,Veicolo Costruttore Spec.,1,ARMACV,ARM_CVEHICLE,Verb. Konstr.-Fahrzeug,Niveau Tech 2,Nivel Tecn. 2,1,Vehículo Av. Construcción,n/a,1.4,1,16,1,1,n/a,240,18,0.018,640,TANKSH3,n/a,n/a,0.036,10,1,1,1,n/a,n/a,180,1,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMFUS,ARMFUS_UPGRADE ,ARMCOM_SUP ARMACA ARMACK ARMACV ARMACH ,33,n/a,n/a,0,"Produces Energy (1K, Adjacency Bonus, Upgradable)",3875,ATOMIC_BLAST,4096,5,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,n/a,n/a,AE-FPF,50481,120,0,ooooo ooooo oocoo ooooo ooooo,Fusion Reactor,n/a,n/a,5,0,Réacteur nucléaire,n/a,ARM BLDG NAIR NSUB NSHP NLND NEXP ALL LEV2,n/a,n/a,n/a,-500,192,n/a,1,1,NUCLEAR_BLASTSML,6156,0,ENERGY,armfus_dead,Liefert Energie,93768,0,Produce energia,n/a,Reattore a Fusione,n/a,ARMFUS,ARM_FUS,Fusionreaktor,Produit de l'énergie,Genera energía,n/a,Reactor de Fusión,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,1000,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,80,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMFRT,,ARMCS ARMCH ARMCOM ARMCSA ARMDECOM ARMCOM_SUP ,158,GUARD_NOMOVE,NAIR,1,Floating Anti-Air Tower,403,BIG_UNIT,16384,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,ARM,ALL,2,AS-TDS,987,0,0,wwww wwww wwww wwww,Sentry,1,1,4,0,Défensor NAVY,ALL,ARM BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_X,1,MISSILE_AA_HEAVY,1,0.1,512,1,1,1,BIG_UNITEX,105,0,WATER,armfrt_dead,Raketenturm - Marineeinheit,2163,0,Torretta missilistica - Sezione Navale,0.3,Defender-SN,n/a,ARMFRT,RL,Defender-NS,Tourelle lance-missiles NAVY,Torre Lanzamisiles-Serie Naval,1,Defender-SN,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMLAB,ARMFLEA ARMCK ARMJETH ARMWAR ARMPW ARMROCK ARMHAM ARMVADER ,ARMCA ARMCK ARMCV ARMCH ARMCOM ARMDECOM ARMCOM_SUP ARMCS ARMACK ARMCSA ,42,n/a,n/a,n/a,Produces Kbots,2580,LARGE_BUILDING,1024,6,100,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,n/a,2,ARM-KL,1600,120,1,yoccoy ooccoo ooccoo ooccoo ooccoo yoccoy,Kbot Lab,1,n/a,6,100,Labo de Kbots ,n/a,ARM LAB NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_F,n/a,n/a,n/a,0,224,n/a,1,1,LARGE_BUILDINGEX,620,0,PLANT,armlab_dead,Tech Level 1,6500,0,Produce Kbot,n/a,Laboratorio Kbot,n/a,ARMLAB,KBOTPLANT,Kbot-Labor,Niveau Tech 1,Produce Kbots,1,Laboratorio Kbot,n/a,n/a,1,10,1,1,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.75,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMBSUB,,ARMESY ,277,Standby,NSHP,1,Battle Submarine,23625,UNIT_BLAST,n/a,11,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.225,1.2,1,ARM,NUB,2,ASD-SK,1313795,0,0,n/a,Maelstrom,1,1,11,0,n/a,NSHP,ARM BIG MOB NAIR NLND NEXP NNUK ALL LEV3 CTRL_U CTRL_W,1,TORPEDO_BSUB_ARM,n/a,0.5,672,1,1,1,UNIT_BLAST,21675,0,SHIP,armbsub_dead,n/a,295604,48,n/a,25,n/a,1,ARMBSUB,BIG_SUB,n/a,n/a,n/a,1,n/a,1,1.4,1,n/a,1,1,1,96,n/a,0.008,640,BOATD11,TORPEDO_BSUB_ARM,NSHP,0.01,0.5,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,NSHP,TORPEDO_BSUB_ARM,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,896,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMFLEA,,ARMLAB ARMNOMAD_FACT ,301,Standby,n/a,n/a,Scavenger Kbot (Stealth),75,SMALL_UNIT,n/a,2,5,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,ARM,n/a,n/a,ARM-KS,1958,30,1,n/a,Flea,n/a,1,2,5,Puce,n/a,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV1 CTRL_B,0,n/a,n/a,0.4,224,1,1,1,SMALL_UNITEX,125,0,CNSTR,armflea_dead,Leichter Aufklärungs-Kbot,5032,24,Kbot esploratore leggero,n/a,Pulce,1,ARMFLEA,SPIDER,Flea,Kbot léger de reco,Kbot explorador ligero,1,Pulga,n/a,2,1,32,1,1,n/a,1300,0,0.1,640,KBOTSS2,n/a,n/a,0.25,0.4,1,2,1,n/a,n/a,40,1,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMFIDO,,ARMALAB ARMNOMAD_FACT ,30,Standby,AIR,n/a,Skirmish Assault Kbot,2000,BIG_UNIT,n/a,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,ARM,AIR,2,ARM-KG,6668,0,0,n/a,Fido,1,1,2,0,Fido,AIR,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2 CTRL_G CTRL_K CTRL_W,1,CANNON_FIDO,n/a,0.8,352,n/a,1,1,BIG_UNITEX,498,0,KBOT,armfido_dead,Gefechts-Kbot,8662,24,Kbot da assalto,n/a,Fido,1,ARMFIDO,ARM_KBOT,Fido,Kbot d'assaut,Kbot de asalto,1,Fido,n/a,1.7,1,14,1,1,0,900,12,0.15,640,TANKSH2,n/a,n/a,0.3,0.8,1,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMGUARD_UPGRADE,,ARMGUARD ,14026,Standby,AIR,n/a,Increases Firepower and Max Damage ,7925,NOWEAPON,n/a,0,n/a,Copyright 1997 Humongous Entertainment. All rights reserved.,0,1,1,ARM,AIR,n/a,STTA,24022,n/a,0,n/a,Ambusher Upgrade,1,1,0,n/a,n/a,AIR,ARM NAIR NSUB NSHP NLND NEXP ALL LEV2,1,n/a,n/a,0,896,1,1,1,NOWEAPON,2435,0,SPECIAL,n/a,n/a,30098,0,n/a,n/a,n/a,n/a,ARMGUARD_UPGRADE,ARM_ESTOR,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,60,n/a,1,1,1,0,0,640,n/a,n/a,n/a,1,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,1,1,1,1,0,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMSTUMP,,ARMNOMAD_FACT ARMVP ,66,Standby,AIR,n/a,Medium Assault Tank,2130,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,ARM,AIR,2,ARM-FA5,1869,0,0,n/a,Stumpy,1,1,3,0,Mastok,AIR,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV1 CTRL_G CTRL_V CTRL_W,1,CANNON_TANK_LIGHT,n/a,0.6,288,n/a,1,1,BIG_UNITEX,195,0,TANK,armstump_dead,Mittelschwerer Gefechtspanzer,3606,24,Carro armato medio d'assalto,n/a,Stumpy,1,ARMSTUMP,ARM_TANK,Stumpy,Char d'assaut moyen,Tanque de asalto medio,1,Stumpy,n/a,1.325,1,10,1,1,n/a,450,12,0.016,640,TANKSH3,n/a,n/a,0.01,0.6,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORVP,CORFAV CORLEVLR CORGATOR CORRAID CORCV CORMIST CORMLV ,CORCA CORCK CORCV CORCH CORCOM CORCS CORACV CORCSA CORDECOM CORCOM_SUP ,150,n/a,n/a,n/a,Produces Vehicles,2740,LARGE_BUILDING,2048,7,100,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,n/a,2,PAMT,2000,120,1,oocccoo oocccoo oocccoo oocccoo oocccoo oocccoo oocccoo,Vehicle Plant,1,n/a,7,100,Usine de véhicules,n/a,CORE LAB NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_F,n/a,n/a,n/a,0,224,n/a,1,1,LARGE_BUILDINGEX,646,0,PLANT,corvp_dead,Tech Level 1,7000,0,Produce veicoli,n/a,Fabbrica Veicoli,n/a,CORVP,TANKPLANT,Fahrzeugfabrik,Niveau Tech 1,Produce vehículos,1,Planta Constr. Vehículos ,n/a,n/a,1,10,1,1,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMARL,,ARMCA ARMCK ARMCV ARMCH ARMCOM_SUP ,57,GUARD_NOMOVE,AIR,n/a,Pop-up Hybrid Missile Tower,5725,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,ALL,2,ARM-SRDS,11984,0,0,ooo ooo ooo,Bulwark,1,1,3,0,n/a,ALL,ARM BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_X,1,VLAUNCH_ARL,n/a,0,576,n/a,1,1,BIG_UNITEX,1204,0,FORT,armarl_dead,n/a,18934,0,n/a,n/a,n/a,n/a,ARMARL,RL,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORFINK,,CORAP CORPLAT ,105,VTOL_standby,AIR,n/a,Spy Plane,90,SMALL_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,CORE,AIR,2,VA-8-T,1369,0,0,n/a,Fink,1,1,3,0,Mouchard,AIR,CORE AIR NB NF NG MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV1,1,NULL_WEAPON,n/a,5,384,n/a,1,1,SMALL_UNITEX,36,0,VTOL,n/a,Aufklärer,2156,768,Ricognitore aereo,n/a,Fink,1,CORFINK,CORE_VTOL,Fink,Avion de reconnaissance,Aeronave de reconocimiento ,1,Fink,n/a,11,1,10,1,1,n/a,480,255,0.4,1280,n/a,n/a,n/a,10,0.2,1,1,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,200,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORAFAV,,COREVP ,29,Standby,FLM,n/a,Experimental Fast Flamethrower Vehicle,3725,CORPYRO_BLAST,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,CORE,AIR,2,CORE-AFAV1,17852,0,0,n/a,Blaze,1,1,3,0,n/a,AIR,CORE MOB NAIR NSUB NSHP NEXP NNUK ALL LEV3 CTRL_G CTRL_V CTRL_W,1,FLAMETHROWER_HVY,n/a,0.3,672,n/a,1,1,BIG_UNIT,960,0,TANK,corafav_dead,n/a,26340,32,n/a,n/a,n/a,1,CORAFAV,CORE_VEHICLE,n/a,n/a,n/a,1,n/a,n/a,2.8,1,18,1,1,n/a,640,12,0.9,640,TANKSH3,n/a,n/a,0.06,0.3,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMCV,ARMTL ARMMSTOR ARMDRAG ARMMAKR ARMASP ARMAVP ARMLAB ARMVP ARMSY ARMAP ARMHP ARMLLT ARMRAD ARMGUARD ARMWIN ARMARL ARMESTOR ARMSOLAR ARMGEO ARMGEN ARMHLT ARMRL ARMMEX ,ARMVP ARMNOMAD_FACT ,25,Standby,n/a,n/a,Tech Level 1,957,BIG_UNIT,n/a,3,25,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,ARM,n/a,n/a,ARM-CV1,3615,120,1,n/a,Construction Vehicle,n/a,1,3,25,Véhicule de construction ,n/a,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV1 CTRL_B,n/a,n/a,n/a,0.1,224,n/a,1,1,BIG_UNITEX,216,0,CNSTR,armcv_dead,Tech Level 1,8395,32,Tecnologia Livello 1,n/a,Veicolo Costruttore,1,ARMCV,ARM_CVEHICLE,Konstr.-Fahrzeug,Niveau Tech 1,Nivel Tecn. 1,1,Vehículo de Constr.,n/a,1.4,1,16,1,1,n/a,250,18,0.015,640,TANKSH3,n/a,n/a,0.08,5,1,1,1,n/a,n/a,120,1,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORSOLAR,,CORCA CORCK CORCV CORCH CORCOM CORDECOM CORMPAD CORCOM_SUP ,136,n/a,n/a,1,Produces Energy,256,n/a,4096,5,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,n/a,n/a,ES-22,790,0,0,ooooo ooooo ooooo ooooo ooooo,Solar Collector,n/a,n/a,5,0,Capteur solaire,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1,n/a,n/a,n/a,-25,192,n/a,1,1,MEDIUM_BUILDINGEX,141,0,ENERGY,corsolar_dead,Gewinnt Energie,2416,0,Produce energia,n/a,Pannello Solare,n/a,CORSOLAR,CORE_SOLAR,Solarkollektor,Produit de l'énergie,Produce energía,n/a,Colector Solar,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMSONAR,,ARMDECOM ARMCOM_SUP ARMCS ARMCH ARMCOM ARMCSA ,64,n/a,n/a,1,Locates Units,100,SMALL_BUILDING,8192,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,n/a,n/a,AS-EWDW,1209,0,0,wwww,Sonar/Radar Station,n/a,n/a,2,0,Station sonar,n/a,ARM NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_R,n/a,n/a,1,25,384,n/a,1,1,SMALL_BUILDINGEX,60,0,WATER,armsonar_dead,Ortet schwimmende Einheiten,1368,1792,Individua le unità anfibie,12,Stazione Sonar,n/a,ARMSONAR,ARM_SONAR,Sonarstation,Détecte les unités navales,Detecta submarinos,n/a,Estación de Sonar,8,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,896,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMECA,ARMAAP ARMGATE ARMMAS ARMSMB ARMSHGEN ARMSFUS ARMSBERTHA ARMTECH ARMSILO ARMFORGE ARMOMNI ARMVULC ,ARMFAB ,2,VTOL_Standby,n/a,n/a,Tech Level 3,1888,UNIT_BLASTSML,n/a,6,100,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,ARM,n/a,n/a,ARM-ECA1,40281,360,1,n/a,Exp. Construction Aircraft,n/a,1,6,100,n/a,n/a,ARM AIR MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV3 CTRL_B,n/a,n/a,n/a,0.1,512,n/a,1,1,UNIT_BLAST,972,0,CNSTR,n/a,n/a,43850,896,n/a,n/a,n/a,1,ARMECA,ARM_CVTOL,n/a,n/a,n/a,1,n/a,n/a,5,1,10,1,1,n/a,80,0,0.06,1280,n/a,n/a,n/a,1.5,20,1,1,1,n/a,n/a,240,1,0.8,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,90,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMUWMMM,,ARMACSUB ARMACSA ARMACH ARMCOM_SUP ,4268,n/a,n/a,1,Converts Energy into Metal (1000/12),8000,ATOMIC_BLAST,8192,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,ARM,n/a,n/a,AEM-MEM,15485,0,0,oooo oooo oooo oooo oooo,Underwater Moho Metal Maker,n/a,n/a,5,0,n/a,n/a,ARM BLDG NAIR NSUB NSHP NLND NEXP ALL LEV2 CTRL_J,n/a,n/a,n/a,1000,128,1,1,1,ATOMIC_BLASTSML,810,0,METAL,armuwmmm_dead,n/a,43725,0,n/a,n/a,n/a,n/a,ARMUWMMM,ARM_MAKER,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,limit ARMUWMMM 0,weight ARMUWMMM 0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
